order_id,order_item_id,product_id,seller_id,shipping_limit_date,price
0000000056,4,PID000056,SID8243,2023-02-25 00:00:00,136.3
0000000057,4,PID000057,SID5306,2023-02-26 00:00:00,290.94
0000000058,1,PID000058,SID4331,2023-02-27 00:00:00,369.45
0000000059,3,PID000059,SID5869,2023-02-28 00:00:00,649.46
0000000060,1,PID000060,SID7502,2023-03-01 00:00:00,575.07
0000000061,3,PID000061,SID3886,2023-03-02 00:00:00,362.54
0000000062,3,PID000062,SID8543,2023-03-03 00:00:00,986.65
0000000063,1,PID000063,SID7653,2023-03-04 00:00:00,609.72
0000000064,1,PID000064,SID7007,2023-03-05 00:00:00,244.85
0000000065,3,PID000065,SID2153,2023-03-06 00:00:00,110.76
0000000066,2,PID000066,SID5260,2023-03-07 00:00:00,161.33
0000000067,4,PID000067,SID3796,2023-03-08 00:00:00,253.5
0000000068,1,PID000068,SID2711,2023-03-09 00:00:00,169.07
0000000069,4,PID000069,SID9214,2023-03-10 00:00:00,194.7
0000000070,2,PID000070,SID7896,2023-03-11 00:00:00,292.24
0000000071,2,PID000071,SID9623,2023-03-12 00:00:00,181.64
0000000072,2,PID000072,SID9410,2023-03-13 00:00:00,897.8
0000000073,1,PID000073,SID4414,2023-03-14 00:00:00,89.43
0000000074,2,PID000074,SID4972,2023-03-15 00:00:00,529.27
0000000075,1,PID000075,SID5060,2023-03-16 00:00:00,416.29
0000000076,2,PID000076,SID5977,2023-03-17 00:00:00,982.55
0000000077,4,PID000077,SID9633,2023-03-18 00:00:00,120.92
0000000078,4,PID000078,SID2726,2023-03-19 00:00:00,403.88
0000000079,3,PID000079,SID1366,2023-03-20 00:00:00,969.78
0000000080,4,PID000080,SID5530,2023-03-21 00:00:00,866.85
0000000081,3,PID000081,SID9196,2023-03-22 00:00:00,818.9
0000000082,4,PID000082,SID7730,2023-03-23 00:00:00,265.32
0000000083,1,PID000083,SID7887,2023-03-24 00:00:00,179.18
0000000084,4,PID000084,SID5640,2023-03-25 00:00:00,671.96
0000000085,3,PID000085,SID5189,2023-03-26 00:00:00,930.08
0000000086,3,PID000086,SID1451,2023-03-27 00:00:00,561.2
0000000087,2,PID000087,SID3202,2023-03-28 00:00:00,575.9
0000000088,1,PID000088,SID3341,2023-03-29 00:00:00,287.18
0000000089,4,PID000089,SID1981,2023-03-30 00:00:00,771.8
0000000090,2,PID000090,SID7452,2023-03-31 00:00:00,195.17
0000000091,4,PID000091,SID6207,2023-04-01 00:00:00,330.44
0000000092,4,PID000092,SID2035,2023-04-02 00:00:00,431.18
0000000093,2,PID000093,SID3250,2023-04-03 00:00:00,512.53
0000000094,2,PID000094,SID3742,2023-04-04 00:00:00,249.99
0000000095,2,PID000095,SID9670,2023-04-05 00:00:00,123.69
0000000096,2,PID000096,SID8848,2023-04-06 00:00:00,614.51
0000000097,2,PID000097,SID1809,2023-04-07 00:00:00,295.74
0000000098,4,PID000098,SID6398,2023-04-08 00:00:00,585.43
0000000099,2,PID000099,SID3425,2023-04-09 00:00:00,162.82
0000000100,1,PID000100,SID8534,2023-04-10 00:00:00,486.33
0000000101,3,PID000101,SID7342,2023-04-11 00:00:00,537.26
0000000102,2,PID000102,SID7150,2023-04-12 00:00:00,61.31
0000000103,2,PID000103,SID2371,2023-04-13 00:00:00,343.24
0000000104,4,PID000104,SID1206,2023-04-14 00:00:00,143.07
0000000105,2,PID000105,SID6784,2023-04-15 00:00:00,72.74
0000000106,2,PID000106,SID8284,2023-04-16 00:00:00,990.06
0000000107,2,PID000107,SID1351,2023-04-17 00:00:00,329.13
0000000108,4,PID000108,SID7232,2023-04-18 00:00:00,811.78
0000000109,2,PID000109,SID8162,2023-04-19 00:00:00,262.09
0000000110,3,PID000110,SID6363,2023-04-20 00:00:00,684.69
0000000111,4,PID000111,SID3908,2023-04-21 00:00:00,762.63
0000000112,3,PID000112,SID4982,2023-04-22 00:00:00,599.68
0000000113,4,PID000113,SID8716,2023-04-23 00:00:00,476.86
0000000114,2,PID000114,SID7940,2023-04-24 00:00:00,417.72
0000000115,3,PID000115,SID4193,2023-04-25 00:00:00,355.38
0000000116,4,PID000116,SID5369,2023-04-26 00:00:00,930.23
0000000117,1,PID000117,SID1659,2023-04-27 00:00:00,832.31
0000000118,2,PID000118,SID7552,2023-04-28 00:00:00,965.38
0000000119,4,PID000119,SID2063,2023-04-29 00:00:00,133.05
0000000120,1,PID000120,SID6585,2023-04-30 00:00:00,733.56
0000000121,4,PID000121,SID7849,2023-05-01 00:00:00,938.96
0000000122,1,PID000122,SID2375,2023-05-02 00:00:00,189.42
0000000123,2,PID000123,SID4389,2023-05-03 00:00:00,75.83
0000000124,3,PID000124,SID8259,2023-05-04 00:00:00,743.71
0000000125,1,PID000125,SID6887,2023-05-05 00:00:00,578.73
0000000126,4,PID000126,SID4130,2023-05-06 00:00:00,843.41
0000000127,2,PID000127,SID4660,2023-05-07 00:00:00,148.37
0000000128,1,PID000128,SID5748,2023-05-08 00:00:00,797.31
0000000129,4,PID000129,SID8127,2023-05-09 00:00:00,209.61
0000000130,4,PID000130,SID4132,2023-05-10 00:00:00,172.02
0000000131,4,PID000131,SID7784,2023-05-11 00:00:00,172.62
0000000132,1,PID000132,SID7232,2023-05-12 00:00:00,816.43
0000000133,1,PID000133,SID6733,2023-05-13 00:00:00,668.55
0000000134,1,PID000134,SID6710,2023-05-14 00:00:00,527.83
0000000135,3,PID000135,SID5514,2023-05-15 00:00:00,365.24
0000000136,1,PID000136,SID4780,2023-05-16 00:00:00,878.43
0000000137,1,PID000137,SID3756,2023-05-17 00:00:00,398.52
0000000138,1,PID000138,SID4817,2023-05-18 00:00:00,818.43
0000000139,3,PID000139,SID8393,2023-05-19 00:00:00,444.74
0000000140,1,PID000140,SID4383,2023-05-20 00:00:00,383.17
0000000141,4,PID000141,SID9181,2023-05-21 00:00:00,468.05
0000000142,1,PID000142,SID6705,2023-05-22 00:00:00,308.36
0000000143,4,PID000143,SID4834,2023-05-23 00:00:00,750.13
0000000144,4,PID000144,SID5170,2023-05-24 00:00:00,507.69
0000000145,4,PID000145,SID6870,2023-05-25 00:00:00,239.89
0000000146,3,PID000146,SID9115,2023-05-26 00:00:00,900.58
0000000147,3,PID000147,SID2589,2023-05-27 00:00:00,390.05
0000000148,3,PID000148,SID7966,2023-05-28 00:00:00,548.12
0000000149,1,PID000149,SID2051,2023-05-29 00:00:00,907.41
0000000150,4,PID000150,SID1273,2023-05-30 00:00:00,628.0
0000000151,3,PID000151,SID2902,2023-05-31 00:00:00,125.73
0000000152,3,PID000152,SID2392,2023-06-01 00:00:00,940.43
0000000153,1,PID000153,SID3962,2023-06-02 00:00:00,631.43
0000000154,3,PID000154,SID9811,2023-06-03 00:00:00,341.56
0000000155,1,PID000155,SID1068,2023-06-04 00:00:00,147.88
0000000156,2,PID000156,SID4655,2023-06-05 00:00:00,796.08
0000000157,3,PID000157,SID6817,2023-06-06 00:00:00,623.87
0000000158,2,PID000158,SID3976,2023-06-07 00:00:00,538.13
0000000159,1,PID000159,SID7745,2023-06-08 00:00:00,894.95
0000000160,4,PID000160,SID1442,2023-06-09 00:00:00,790.71
0000000161,3,PID000161,SID3244,2023-06-10 00:00:00,160.16
0000000162,1,PID000162,SID9932,2023-06-11 00:00:00,318.6
0000000163,4,PID000163,SID8699,2023-06-12 00:00:00,256.0
0000000164,4,PID000164,SID8227,2023-06-13 00:00:00,746.51
0000000165,2,PID000165,SID5280,2023-06-14 00:00:00,43.2
0000000166,1,PID000166,SID3835,2023-06-15 00:00:00,574.19
0000000167,4,PID000167,SID6987,2023-06-16 00:00:00,764.83
0000000168,3,PID000168,SID7182,2023-06-17 00:00:00,878.0
0000000169,3,PID000169,SID9044,2023-06-18 00:00:00,348.66
0000000170,2,PID000170,SID5747,2023-06-19 00:00:00,823.04
0000000171,4,PID000171,SID2504,2023-06-20 00:00:00,119.53
0000000172,1,PID000172,SID1649,2023-06-21 00:00:00,847.99
0000000173,3,PID000173,SID6130,2023-06-22 00:00:00,136.21
0000000174,4,PID000174,SID6075,2023-06-23 00:00:00,403.31
0000000175,4,PID000175,SID3871,2023-06-24 00:00:00,799.32
0000000176,2,PID000176,SID4816,2023-06-25 00:00:00,158.42
0000000177,3,PID000177,SID9136,2023-06-26 00:00:00,236.96
0000000178,3,PID000178,SID4387,2023-06-27 00:00:00,725.03
0000000179,1,PID000179,SID1673,2023-06-28 00:00:00,722.84
0000000180,3,PID000180,SID4887,2023-06-29 00:00:00,644.74
0000000181,1,PID000181,SID4780,2023-06-30 00:00:00,697.01
0000000182,3,PID000182,SID2041,2023-07-01 00:00:00,547.3
0000000183,2,PID000183,SID2197,2023-07-02 00:00:00,259.28
0000000184,3,PID000184,SID6927,2023-07-03 00:00:00,352.24
0000000185,1,PID000185,SID6577,2023-07-04 00:00:00,189.78
0000000186,1,PID000186,SID4502,2023-07-05 00:00:00,909.37
0000000187,2,PID000187,SID5653,2023-07-06 00:00:00,587.56
0000000188,3,PID000188,SID6686,2023-07-07 00:00:00,406.84
0000000189,3,PID000189,SID8278,2023-07-08 00:00:00,467.39
0000000190,2,PID000190,SID4572,2023-07-09 00:00:00,947.81
0000000191,3,PID000191,SID5650,2023-07-10 00:00:00,161.82
0000000192,3,PID000192,SID6015,2023-07-11 00:00:00,590.37
0000000193,1,PID000193,SID3449,2023-07-12 00:00:00,510.83
0000000194,3,PID000194,SID2153,2023-07-13 00:00:00,615.34
0000000195,3,PID000195,SID4005,2023-07-14 00:00:00,27.93
0000000196,2,PID000196,SID4255,2023-07-15 00:00:00,873.4
0000000197,2,PID000197,SID3823,2023-07-16 00:00:00,932.8
0000000198,4,PID000198,SID5819,2023-07-17 00:00:00,569.48
0000000199,1,PID000199,SID7912,2023-07-18 00:00:00,699.68
0000000200,3,PID000200,SID6147,2023-07-19 00:00:00,923.27
0000000201,3,PID000201,SID8958,2023-07-20 00:00:00,710.17
0000000202,4,PID000202,SID2351,2023-07-21 00:00:00,161.01
0000000203,3,PID000203,SID6422,2023-07-22 00:00:00,580.53
0000000204,1,PID000204,SID6539,2023-07-23 00:00:00,610.65
0000000205,4,PID000205,SID2014,2023-07-24 00:00:00,429.89
0000000206,1,PID000206,SID2674,2023-07-25 00:00:00,739.08
0000000207,4,PID000207,SID6460,2023-07-26 00:00:00,935.02
0000000208,4,PID000208,SID8789,2023-07-27 00:00:00,926.31
0000000209,2,PID000209,SID5408,2023-07-28 00:00:00,456.33
0000000210,1,PID000210,SID4537,2023-07-29 00:00:00,122.11
0000000211,3,PID000211,SID6322,2023-07-30 00:00:00,984.99
0000000212,3,PID000212,SID1088,2023-07-31 00:00:00,840.51
0000000213,1,PID000213,SID4577,2023-08-01 00:00:00,133.42
0000000214,3,PID000214,SID7208,2023-08-02 00:00:00,921.63
0000000215,3,PID000215,SID7568,2023-08-03 00:00:00,871.2
0000000216,1,PID000216,SID1328,2023-08-04 00:00:00,523.65
0000000217,4,PID000217,SID8473,2023-08-05 00:00:00,595.36
0000000218,1,PID000218,SID5971,2023-08-06 00:00:00,405.01
0000000219,4,PID000219,SID4270,2023-08-07 00:00:00,64.21
0000000220,3,PID000220,SID7126,2023-08-08 00:00:00,341.85
0000000221,3,PID000221,SID3555,2023-08-09 00:00:00,804.82
0000000222,3,PID000222,SID1835,2023-08-10 00:00:00,14.59
0000000223,2,PID000223,SID7715,2023-08-11 00:00:00,340.16
0000000224,4,PID000224,SID9962,2023-08-12 00:00:00,404.19
0000000225,2,PID000225,SID3033,2023-08-13 00:00:00,542.02
0000000226,2,PID000226,SID2532,2023-08-14 00:00:00,920.66
0000000227,1,PID000227,SID3954,2023-08-15 00:00:00,352.88
0000000228,2,PID000228,SID3182,2023-08-16 00:00:00,353.48
0000000229,1,PID000229,SID2104,2023-08-17 00:00:00,740.13
0000000230,1,PID000230,SID7464,2023-08-18 00:00:00,457.7
0000000231,2,PID000231,SID7309,2023-08-19 00:00:00,232.36
0000000232,4,PID000232,SID4026,2023-08-20 00:00:00,457.92
0000000233,4,PID000233,SID2941,2023-08-21 00:00:00,149.45
0000000234,4,PID000234,SID6860,2023-08-22 00:00:00,184.62
0000000235,4,PID000235,SID3255,2023-08-23 00:00:00,503.38
0000000236,4,PID000236,SID1589,2023-08-24 00:00:00,424.74
0000000237,2,PID000237,SID8248,2023-08-25 00:00:00,915.7
0000000238,2,PID000238,SID3029,2023-08-26 00:00:00,368.77
0000000239,3,PID000239,SID9488,2023-08-27 00:00:00,584.78
0000000240,4,PID000240,SID2839,2023-08-28 00:00:00,635.94
0000000241,2,PID000241,SID9827,2023-08-29 00:00:00,22.96
0000000242,3,PID000242,SID6001,2023-08-30 00:00:00,666.9
0000000243,4,PID000243,SID5187,2023-08-31 00:00:00,186.26
0000000244,1,PID000244,SID5047,2023-09-01 00:00:00,961.46
0000000245,3,PID000245,SID7231,2023-09-02 00:00:00,157.18
0000000246,2,PID000246,SID6545,2023-09-03 00:00:00,420.48
0000000247,1,PID000247,SID2300,2023-09-04 00:00:00,94.5
0000000248,1,PID000248,SID5695,2023-09-05 00:00:00,996.91
0000000249,1,PID000249,SID9995,2023-09-06 00:00:00,507.17
0000000250,3,PID000250,SID7578,2023-09-07 00:00:00,599.43
0000000251,2,PID000251,SID9771,2023-09-08 00:00:00,76.41
0000000252,1,PID000252,SID4666,2023-09-09 00:00:00,752.46
0000000253,4,PID000253,SID2101,2023-09-10 00:00:00,217.81
0000000254,1,PID000254,SID2746,2023-09-11 00:00:00,899.07
0000000255,1,PID000255,SID1063,2023-09-12 00:00:00,213.09
0000000256,3,PID000256,SID1708,2023-09-13 00:00:00,198.78
0000000257,3,PID000257,SID1546,2023-09-14 00:00:00,46.18
0000000258,2,PID000258,SID4258,2023-09-15 00:00:00,477.35
0000000259,4,PID000259,SID9961,2023-09-16 00:00:00,569.19
0000000260,3,PID000260,SID9407,2023-09-17 00:00:00,75.05
0000000261,1,PID000261,SID5717,2023-09-18 00:00:00,777.77
0000000262,2,PID000262,SID7227,2023-09-19 00:00:00,458.76
0000000263,1,PID000263,SID3053,2023-09-20 00:00:00,529.15
0000000264,1,PID000264,SID8178,2023-09-21 00:00:00,446.36
0000000265,3,PID000265,SID8040,2023-09-22 00:00:00,406.76
0000000266,2,PID000266,SID1475,2023-09-23 00:00:00,564.04
0000000267,4,PID000267,SID6004,2023-09-24 00:00:00,163.69
0000000268,4,PID000268,SID5498,2023-09-25 00:00:00,190.11
0000000269,3,PID000269,SID6311,2023-09-26 00:00:00,863.17
0000000270,3,PID000270,SID1311,2023-09-27 00:00:00,946.65
0000000271,2,PID000271,SID5731,2023-09-28 00:00:00,379.58
0000000272,4,PID000272,SID6825,2023-09-29 00:00:00,278.04
0000000273,4,PID000273,SID5771,2023-09-30 00:00:00,647.56
0000000274,4,PID000274,SID6935,2023-10-01 00:00:00,414.65
0000000275,1,PID000275,SID2767,2023-10-02 00:00:00,35.13
0000000276,4,PID000276,SID7861,2023-10-03 00:00:00,164.59
0000000277,1,PID000277,SID8754,2023-10-04 00:00:00,718.81
0000000278,2,PID000278,SID6337,2023-10-05 00:00:00,662.33
0000000279,1,PID000279,SID8199,2023-10-06 00:00:00,36.83
0000000280,2,PID000280,SID9588,2023-10-07 00:00:00,229.75
0000000281,4,PID000281,SID3249,2023-10-08 00:00:00,238.76
0000000282,4,PID000282,SID1347,2023-10-09 00:00:00,675.17
0000000283,2,PID000283,SID4431,2023-10-10 00:00:00,29.51
0000000284,3,PID000284,SID8512,2023-10-11 00:00:00,113.07
0000000285,2,PID000285,SID5931,2023-10-12 00:00:00,801.92
0000000286,3,PID000286,SID4699,2023-10-13 00:00:00,186.76
0000000287,1,PID000287,SID4892,2023-10-14 00:00:00,656.22
0000000288,1,PID000288,SID8613,2023-10-15 00:00:00,245.8
0000000289,1,PID000289,SID8136,2023-10-16 00:00:00,108.45
0000000290,4,PID000290,SID6013,2023-10-17 00:00:00,250.74
0000000291,1,PID000291,SID8271,2023-10-18 00:00:00,725.04
0000000292,3,PID000292,SID6636,2023-10-19 00:00:00,857.14
0000000293,1,PID000293,SID6298,2023-10-20 00:00:00,831.92
0000000294,2,PID000294,SID2683,2023-10-21 00:00:00,403.21
0000000295,2,PID000295,SID9109,2023-10-22 00:00:00,671.4
0000000296,4,PID000296,SID5140,2023-10-23 00:00:00,212.93
0000000297,2,PID000297,SID8421,2023-10-24 00:00:00,300.22
0000000298,3,PID000298,SID6396,2023-10-25 00:00:00,897.37
0000000299,1,PID000299,SID2851,2023-10-26 00:00:00,22.87
0000000300,4,PID000300,SID8609,2023-10-27 00:00:00,94.65
0000000301,1,PID000301,SID7893,2023-10-28 00:00:00,215.81
0000000302,1,PID000302,SID8923,2023-10-29 00:00:00,36.27
0000000303,3,PID000303,SID8602,2023-10-30 00:00:00,189.62
0000000304,2,PID000304,SID8316,2023-10-31 00:00:00,587.21
0000000305,2,PID000305,SID7661,2023-11-01 00:00:00,427.21
0000000306,1,PID000306,SID4307,2023-11-02 00:00:00,893.74
0000000307,4,PID000307,SID4156,2023-11-03 00:00:00,819.27
0000000308,2,PID000308,SID7086,2023-11-04 00:00:00,348.4
0000000309,4,PID000309,SID5789,2023-11-05 00:00:00,266.83
0000000310,2,PID000310,SID9289,2023-11-06 00:00:00,385.9
0000000311,4,PID000311,SID9563,2023-11-07 00:00:00,594.39
0000000312,3,PID000312,SID7939,2023-11-08 00:00:00,275.38
0000000313,4,PID000313,SID6866,2023-11-09 00:00:00,627.91
0000000314,3,PID000314,SID1583,2023-11-10 00:00:00,415.32
0000000315,3,PID000315,SID4686,2023-11-11 00:00:00,556.53
0000000316,4,PID000316,SID2853,2023-11-12 00:00:00,441.77
0000000317,3,PID000317,SID9302,2023-11-13 00:00:00,301.52
0000000318,1,PID000318,SID2488,2023-11-14 00:00:00,948.97
0000000319,3,PID000319,SID4459,2023-11-15 00:00:00,765.97
0000000320,2,PID000320,SID6450,2023-11-16 00:00:00,148.71
0000000321,4,PID000321,SID7221,2023-11-17 00:00:00,869.78
0000000322,1,PID000322,SID7551,2023-11-18 00:00:00,492.56
0000000323,4,PID000323,SID7786,2023-11-19 00:00:00,895.61
0000000324,2,PID000324,SID1930,2023-11-20 00:00:00,801.86
0000000325,2,PID000325,SID5704,2023-11-21 00:00:00,430.96
0000000326,2,PID000326,SID9372,2023-11-22 00:00:00,32.24
0000000327,3,PID000327,SID4064,2023-11-23 00:00:00,275.99
0000000328,3,PID000328,SID6846,2023-11-24 00:00:00,546.22
0000000329,4,PID000329,SID3111,2023-11-25 00:00:00,637.14
0000000330,4,PID000330,SID2490,2023-11-26 00:00:00,265.31
0000000331,1,PID000331,SID6009,2023-11-27 00:00:00,147.96
0000000332,1,PID000332,SID2826,2023-11-28 00:00:00,836.58
0000000333,4,PID000333,SID5086,2023-11-29 00:00:00,984.56
0000000334,3,PID000334,SID8208,2023-11-30 00:00:00,530.43
0000000335,2,PID000335,SID6709,2023-12-01 00:00:00,179.96
0000000336,4,PID000336,SID1408,2023-12-02 00:00:00,279.58
0000000337,1,PID000337,SID7613,2023-12-03 00:00:00,28.21
0000000338,3,PID000338,SID8484,2023-12-04 00:00:00,915.16
0000000339,4,PID000339,SID2622,2023-12-05 00:00:00,126.57
0000000340,4,PID000340,SID3653,2023-12-06 00:00:00,580.75
0000000341,3,PID000341,SID7673,2023-12-07 00:00:00,281.31
0000000342,4,PID000342,SID4740,2023-12-08 00:00:00,558.64
0000000343,3,PID000343,SID2754,2023-12-09 00:00:00,654.91
0000000344,2,PID000344,SID6772,2023-12-10 00:00:00,831.44
0000000345,3,PID000345,SID1510,2023-12-11 00:00:00,214.36
0000000346,3,PID000346,SID5916,2023-12-12 00:00:00,20.89
0000000347,3,PID000347,SID1224,2023-12-13 00:00:00,145.52
0000000348,4,PID000348,SID6648,2023-12-14 00:00:00,901.02
0000000349,4,PID000349,SID6874,2023-12-15 00:00:00,875.15
0000000350,3,PID000350,SID3560,2023-12-16 00:00:00,601.44
0000000351,4,PID000351,SID6065,2023-12-17 00:00:00,604.51
0000000352,1,PID000352,SID6736,2023-12-18 00:00:00,668.39
0000000353,1,PID000353,SID3914,2023-12-19 00:00:00,183.62
0000000354,4,PID000354,SID2566,2023-12-20 00:00:00,915.27
0000000355,4,PID000355,SID3991,2023-12-21 00:00:00,424.58
0000000356,3,PID000356,SID8094,2023-12-22 00:00:00,389.31
0000000357,2,PID000357,SID2198,2023-12-23 00:00:00,523.73
0000000358,4,PID000358,SID7318,2023-12-24 00:00:00,56.5
0000000359,1,PID000359,SID1429,2023-12-25 00:00:00,174.62
0000000360,3,PID000360,SID7237,2023-12-26 00:00:00,740.65
0000000361,4,PID000361,SID7455,2023-12-27 00:00:00,91.97
0000000362,1,PID000362,SID9394,2023-12-28 00:00:00,607.12
0000000363,1,PID000363,SID4296,2023-12-29 00:00:00,252.9
0000000364,2,PID000364,SID6943,2023-12-30 00:00:00,395.4
0000000365,3,PID000365,SID4160,2023-12-31 00:00:00,295.81
0000000366,3,PID000366,SID6729,2024-01-01 00:00:00,362.12
0000000367,2,PID000367,SID4030,2024-01-02 00:00:00,721.86
0000000368,2,PID000368,SID7363,2024-01-03 00:00:00,304.15
0000000369,3,PID000369,SID8454,2024-01-04 00:00:00,570.74
0000000370,3,PID000370,SID4017,2024-01-05 00:00:00,481.29
0000000371,4,PID000371,SID9942,2024-01-06 00:00:00,667.03
0000000372,4,PID000372,SID7199,2024-01-07 00:00:00,937.46
0000000373,2,PID000373,SID9097,2024-01-08 00:00:00,735.25
0000000374,4,PID000374,SID8896,2024-01-09 00:00:00,222.79
0000000375,1,PID000375,SID9178,2024-01-10 00:00:00,40.87
0000000376,4,PID000376,SID3172,2024-01-11 00:00:00,269.64
0000000377,4,PID000377,SID4635,2024-01-12 00:00:00,599.13
0000000378,1,PID000378,SID9730,2024-01-13 00:00:00,60.91
0000000379,2,PID000379,SID4877,2024-01-14 00:00:00,501.4
0000000380,1,PID000380,SID8947,2024-01-15 00:00:00,600.87
0000000381,4,PID000381,SID7442,2024-01-16 00:00:00,340.9
0000000382,2,PID000382,SID1809,2024-01-17 00:00:00,773.2
0000000383,4,PID000383,SID5845,2024-01-18 00:00:00,115.53
0000000384,1,PID000384,SID9910,2024-01-19 00:00:00,84.39
0000000385,1,PID000385,SID2408,2024-01-20 00:00:00,730.91
0000000386,4,PID000386,SID5930,2024-01-21 00:00:00,500.54
0000000387,3,PID000387,SID6778,2024-01-22 00:00:00,691.52
0000000388,3,PID000388,SID9275,2024-01-23 00:00:00,440.48
0000000389,1,PID000389,SID5323,2024-01-24 00:00:00,253.94
0000000390,1,PID000390,SID6022,2024-01-25 00:00:00,820.91
0000000391,3,PID000391,SID8184,2024-01-26 00:00:00,801.42
0000000392,3,PID000392,SID3654,2024-01-27 00:00:00,697.75
0000000393,4,PID000393,SID7783,2024-01-28 00:00:00,279.42
0000000394,4,PID000394,SID3377,2024-01-29 00:00:00,594.33
0000000395,3,PID000395,SID3350,2024-01-30 00:00:00,367.36
0000000396,4,PID000396,SID1696,2024-01-31 00:00:00,100.67
0000000397,4,PID000397,SID1221,2024-02-01 00:00:00,918.14
0000000398,2,PID000398,SID7446,2024-02-02 00:00:00,145.45
0000000399,4,PID000399,SID1011,2024-02-03 00:00:00,950.73
0000000400,1,PID000400,SID5413,2024-02-04 00:00:00,451.55
0000000401,4,PID000401,SID2074,2024-02-05 00:00:00,193.28
0000000402,4,PID000402,SID3570,2024-02-06 00:00:00,546.48
0000000403,3,PID000403,SID3550,2024-02-07 00:00:00,874.22
0000000404,1,PID000404,SID4523,2024-02-08 00:00:00,734.9
0000000405,4,PID000405,SID7857,2024-02-09 00:00:00,808.5
0000000406,4,PID000406,SID4461,2024-02-10 00:00:00,662.2
0000000407,2,PID000407,SID6086,2024-02-11 00:00:00,695.35
0000000408,4,PID000408,SID4587,2024-02-12 00:00:00,850.7
0000000409,4,PID000409,SID9167,2024-02-13 00:00:00,257.17
0000000410,2,PID000410,SID3116,2024-02-14 00:00:00,494.53
